brand_name,product_name,product_url,product_id,flavor,origin,alcohol_degree,ingredients,production_process,rating,comment_tags
五粮液,52°第八代五粮液 普五 500ml*2,https://www.jiuxian.com/goods-94223.html,94223,浓香型,"中国,四川",52.0,"糯米,小麦,大米,玉米,高粱,水",未知,5.0,"['回味甘甜悠长(9403)', '老牌名酒(638)', '包装给力(551)', '送货快(511)', '品质好酒(479)', '多次购买(371)', '入口绵柔(119)', '香味协调(118)', '窖香浓郁(111)', '尾净爽口(104)']"
五粮液,52°五粮液1618 500ml（双瓶装）,https://www.jiuxian.com/goods-16400.html,16400,浓香型,未知,52.0,"糯米,小麦,大米,玉米,高粱,水",未知,5.0,"['回味甘甜悠长(7976)', '品质好酒(435)', '送货快(421)', '老牌名酒(396)', '包装给力(375)', '多次购买(263)', '窖香浓郁(232)', '入口绵柔(208)', '香味协调(166)', '尾净爽口(149)']"
五粮液,【包邮】52°金谷醇·醇9（五粮液股份有限公司出品）500ml,https://www.jiuxian.com/goods-632295.html,632295,未知,中国,52,未知,未知,5.0,"['送货快(16)', '包装给力(13)', '品质好酒(10)', '老牌名酒(8)', '多次购买(5)']"
五粮液,52°第八代五粮液 普五 500ml,https://www.jiuxian.com/goods-88665.html,88665,浓香型,"中国,四川",52,"糯米,小麦,大米,玉米,高粱,水",未知,5.0,"['回味甘甜悠长(9403)', '老牌名酒(638)', '包装给力(551)', '送货快(511)', '品质好酒(479)', '多次购买(371)', '入口绵柔(119)', '香味协调(118)', '窖香浓郁(111)', '尾净爽口(104)']"
五粮液,52°第八代五粮液 普五 500ml*2,https://www.jiuxian.com/goods-94223.html,94223,浓香型,"中国,四川",52.0,"糯米,小麦,大米,玉米,高粱,水",未知,5.0,"['回味甘甜悠长(9403)', '老牌名酒(638)', '包装给力(551)', '送货快(511)', '品质好酒(479)', '多次购买(371)', '入口绵柔(119)', '香味协调(118)', '窖香浓郁(111)', '尾净爽口(104)']"
五粮液,52°五粮液1618 500ml（双瓶装）,https://www.jiuxian.com/goods-16400.html,16400,浓香型,未知,52.0,"糯米,小麦,大米,玉米,高粱,水",未知,5.0,"['回味甘甜悠长(7976)', '品质好酒(435)', '送货快(421)', '老牌名酒(396)', '包装给力(375)', '多次购买(263)', '窖香浓郁(232)', '入口绵柔(208)', '香味协调(166)', '尾净爽口(149)']"
五粮液,【包邮】52°金谷醇·醇9（五粮液股份有限公司出品）500ml,https://www.jiuxian.com/goods-632295.html,632295,未知,中国,52,未知,未知,5.0,"['送货快(16)', '包装给力(13)', '品质好酒(10)', '老牌名酒(8)', '多次购买(5)']"
五粮液,52°第八代五粮液 普五 500ml,https://www.jiuxian.com/goods-88665.html,88665,浓香型,"中国,四川",52,"糯米,小麦,大米,玉米,高粱,水",未知,5.0,"['回味甘甜悠长(9403)', '老牌名酒(638)', '包装给力(551)', '送货快(511)', '品质好酒(479)', '多次购买(371)', '入口绵柔(119)', '香味协调(118)', '窖香浓郁(111)', '尾净爽口(104)']"
五粮液,52°五粮液1618  500ml （6瓶装）,https://www.jiuxian.com/goods-7455.html,7455,浓香型,"中国,四川",52.0,"糯米,小麦,大米,玉米,高粱,水",按照配方，包包曲制曲工艺，跑窖循环、续糟配料，分层起糟、分层入窖，分甑分级量质摘酒、按质并坛等酿酒工艺，原酒陈酿工艺，勾兑工艺以及相关的特殊技艺等。,5.0,"['回味甘甜悠长(7976)', '品质好酒(435)', '送货快(421)', '老牌名酒(396)', '包装给力(375)', '多次购买(263)', '窖香浓郁(232)', '入口绵柔(208)', '香味协调(166)', '尾净爽口(149)']"
五粮液,五粮液股份有限公司出品感恩酒52度浓香型白酒感恩龙年传承金酒送礼年货500mL*2瓶带礼袋,https://www.jiuxian.com/goods-82577.html,82577,浓香型,"中国,河南",52,未知,未知,5.0,"['包装给力(1157)', '品质好酒(1142)', '窖香浓郁(1102)', '多次购买(1048)', '香味协调(1034)', '尾净爽口(1003)', '老牌名酒(984)', '送货快(978)', '入口绵柔(596)', '回味甘甜悠长(274)']"
五粮液,五粮液股份有限公司出品感恩酒52度浓香型白酒感恩龙年传承金酒送礼年货500mL*2瓶带礼袋,https://www.jiuxian.com/goods-82577.html,82577,浓香型,"中国,河南",52,未知,未知,5.0,"['包装给力(1157)', '品质好酒(1142)', '窖香浓郁(1102)', '多次购买(1048)', '香味协调(1034)', '尾净爽口(1003)', '老牌名酒(984)', '送货快(978)', '入口绵柔(596)', '回味甘甜悠长(274)']"
五粮液,五粮液仙林生态酒业 华彩人生鱼跃龙门52度竹荪酒500ml*6 整箱,https://www.jiuxian.com/goods-80962.html,80962,浓香型,"中国,四川",52,未知,未知,5.0,"['包装给力(4215)', '送货快(4207)', '品质好酒(2725)', '多次购买(2574)', '老牌名酒(2377)', '窖香浓郁(683)', '入口绵柔(621)', '回味甘甜悠长(554)', '香味协调(526)', '尾净爽口(241)']"
五粮液,五粮液股份有限公司出品感恩卷轴酒 52度浓香型白酒宴请送礼 52度 500mL 2瓶 感恩,https://www.jiuxian.com/goods-102815.html,102815,浓香型,"中国,河南",52,未知,未知,5.0,"['多次购买(1122)', '送货快(1119)', '品质好酒(1032)', '包装给力(1009)', '老牌名酒(962)', '回味甘甜悠长(303)', '入口绵柔(189)', '窖香浓郁(163)', '尾净爽口(162)', '香味协调(87)']"
五粮液,五粮液仙林生态酒业 华彩人生鱼跃龙门52度竹荪酒500ml*2瓶(赠原厂手提袋),https://www.jiuxian.com/goods-81057.html,81057,浓香型,"中国,四川",52,,,5.0,"['老牌名酒(454)', '回味甘甜悠长(436)', '送货快(435)', '包装给力(421)', '窖香浓郁(419)', '品质好酒(417)', '香味协调(416)', '尾净爽口(411)', '入口绵柔(362)', '多次购买(320)']"
五粮液,五粮液山河经典 五粮液股份出品52度浓香型白酒商务礼酒 收藏证书 高档礼盒500mlx4瓶,https://www.jiuxian.com/goods-97513.html,97513,浓香型,"中国,河北",52,,,5.0,"['品质好酒(839)', '老牌名酒(824)', '多次购买(824)', '送货快(819)', '包装给力(814)', '尾净爽口(239)', '窖香浓郁(209)', '回味甘甜悠长(207)', '入口绵柔(201)', '香味协调(79)']"
五粮液,五粮液仙林生态 商务宴请T 送礼酒水 宜品辉煌腾达 52度 整箱500mlx6 瓶,https://www.jiuxian.com/goods-99383.html,99383,浓香型,"中国,四川",52,,,5.0,"['品质好酒(595)', '包装给力(590)', '送货快(590)', '多次购买(580)', '老牌名酒(560)']"
五粮液,五粮液 华位品鉴口粮酒52度 500mL*2瓶 T 中秋送礼礼盒酒水优级酒,https://www.jiuxian.com/goods-527236.html,527236,浓香型,"中国,四川",52,,,5.0,"['包装给力(520)', '入口绵柔(506)', '多次购买(496)', '品质好酒(494)', '老牌名酒(491)', '送货快(490)', '尾净爽口(484)', '香味协调(479)', '窖香浓郁(472)', '回味甘甜悠长(370)']"
五粮液,【春节不打烊】五粮液股份出品 圣酒琥珀金浓香型白酒 52度500ml*4瓶礼盒川酒新年送礼,https://www.jiuxian.com/goods-83548.html,83548,浓香型,"中国,四川",52,,,5.0,"['多次购买(374)', '品质好酒(362)', '老牌名酒(313)', '包装给力(296)', '送货快(163)', '回味甘甜悠长(6)', '入口绵柔(1)', '尾净爽口(1)', '窖香浓郁(1)']"
五粮液,五粮液股份出品 兴隆龙耀祥福 52度浓香型白酒礼盒装 500ml*2瓶 优级酒水 龙年送礼,https://www.jiuxian.com/goods-57088.html,57088,浓香型,中国,52,,,5.0,"['包装给力(94)', '品质好酒(90)', '老牌名酒(59)', '送货快(54)', '多次购买(45)', '香味协调(7)', '入口绵柔(3)', '回味甘甜悠长(3)', '尾净爽口(2)', '窖香浓郁(1)']"
五粮液,52°宜宾五粮液股份公司出品感恩龙年(传承金)浓香型白酒礼盒装 500ml*4瓶整箱,https://www.jiuxian.com/goods-94115.html,94115,浓香型,"中国,河南",52,,,5.0,"['包装给力(3089)', '送货快(3033)', '多次购买(2962)', '品质好酒(2949)', '老牌名酒(2912)', '回味甘甜悠长(1447)', '香味协调(804)', '尾净爽口(658)', '窖香浓郁(475)', '入口绵柔(145)']"
五粮液,五粮液股份出品  浓香型优级白酒 T 中秋送礼礼品 喜福盛世 52度 500mLx2瓶,https://www.jiuxian.com/goods-633708.html,633708,浓香型,"中国,四川",52,,,5.0,"['窖香浓郁(652)', '品质好酒(648)', '入口绵柔(646)', '香味协调(641)', '回味甘甜悠长(630)', '尾净爽口(562)', '老牌名酒(540)', '包装给力(533)', '送货快(477)', '多次购买(283)']"
五粮液,五粮液仙林生态 商务宴请T 送礼酒水 宜品辉煌腾达 52度 整箱500mlx6 瓶,https://www.jiuxian.com/goods-634991.html,634991,其他,"中国,四川",53,,,5.0,"['老牌名酒(560)', '包装给力(544)', '送货快(432)', '品质好酒(408)', '多次购买(298)']"
五粮液,五粮液股份山河经典52度浓香型白酒 商务婚宴送礼酒整箱装500ml*4瓶,https://www.jiuxian.com/goods-633707.html,633707,浓香型,"中国,四川",52,,,5.0,"['多次购买(434)', '包装给力(407)', '送货快(348)', '老牌名酒(347)', '品质好酒(345)', '回味甘甜悠长(326)', '尾净爽口(308)', '窖香浓郁(258)', '香味协调(251)', '入口绵柔(237)']"
五粮液,五粮液股份公司 浓香型白酒 欢福佳酿X 52度500ml*6瓶 整箱装,https://www.jiuxian.com/goods-635764.html,635764,浓香型,"中国,四川",52,,,5.0,"['入口绵柔(8)', '回味甘甜悠长(6)', '窖香浓郁(6)', '多次购买(6)', '老牌名酒(5)', '香味协调(5)', '送货快(5)', '包装给力(4)', '尾净爽口(4)', '品质好酒(4)']"
五粮液,五粮液股份出品 兴隆吉祥如意 52度浓香型白酒礼盒装500ml*2瓶 高档送礼酒 纯粮白酒,https://www.jiuxian.com/goods-57801.html,57801,浓香型,中国,52,,,5.0,"['老牌名酒(31)', '包装给力(28)', '品质好酒(20)', '送货快(19)', '多次购买(10)', '入口绵柔(2)', '香味协调(2)', '窖香浓郁(1)']"
五粮液,52°五粮液股份喜福盛世浓香型白酒送礼礼盒酒 500ml*2瓶配手提礼袋（五粮液礼盒）,https://www.jiuxian.com/goods-101302.html,101302,浓香型,"中国,河北",52,,,4.9,"['包装给力(16)', '送货快(12)', '品质好酒(7)', '老牌名酒(4)', '多次购买(3)', '入口绵柔(1)', '回味甘甜悠长(1)']"
五粮液,五粮液股份天下酒仓酒白酒整箱 52度浓香型白酒礼盒装 500ml*6瓶 粮食酒送礼团购,https://www.jiuxian.com/goods-83538.html,83538,浓香型,"中国,四川",52,,,4.9,"['老牌名酒(28)', '品质好酒(22)', '包装给力(17)', '送货快(11)', '多次购买(7)', '入口绵柔(1)', '窖香浓郁(1)']"
五粮液,52°五粮液股份 万事如意 喜如意浓香型白酒礼盒婚庆喜宴送礼整箱500ml*6（白酒礼盒）,https://www.jiuxian.com/goods-441754.html,441754,浓香型,"中国,四川",52,,,5.0,"['送货快(5)', '包装给力(1)', '品质好酒(1)', '多次购买(1)']"
五粮液,五粮液普五第八代 浓香型白酒 52度 500ml （光瓶）,https://www.jiuxian.com/goods-2035073.html,2035073,浓香型,"中国,四川",52,,,5.0,"['老牌名酒(11)', '品质好酒(6)', '回味甘甜悠长(5)', '包装给力(3)', '入口绵柔(3)', '送货快(3)', '香味协调(2)', '窖香浓郁(1)', '尾净爽口(1)', '多次购买(1)']"
五粮液,52°五粮液股份 五粮头曲 鸿运当头 浓香型白酒礼盒婚庆喜宴整箱500ml*6（白酒礼盒）,https://www.jiuxian.com/goods-124667.html,124667,浓香型,"中国,四川",52,,,5.0,"['包装给力(14)', '送货快(8)', '多次购买(6)', '老牌名酒(4)', '品质好酒(4)']"
五粮液,52°五粮液股份恭喜发财珍酿500ml*6（礼盒装）,https://www.jiuxian.com/goods-84850.html,84850,浓香型,"中国,河北",52,,,5.0,"['包装给力(7)', '送货快(7)', '品质好酒(6)', '多次购买(3)', '入口绵柔(2)', '老牌名酒(1)', '香味协调(1)', '尾净爽口(1)', '回味甘甜悠长(1)', '窖香浓郁(1)']"
五粮液,五粮液 五粮醇金淡雅50度浓香型白酒五粮液礼盒500ml*6整箱装,https://www.jiuxian.com/goods-77200.html,77200,浓香型,"中国,四川",50,,,4.9,"['包装给力(30)', '品质好酒(25)', '多次购买(19)', '送货快(16)', '老牌名酒(14)', '窖香浓郁(1)', '尾净爽口(1)']"
五粮液,52°五粮液股份公司福禄寿禧臻选礼盒浓香型白酒 婚宴喜酒礼品酒500ml*4瓶（白酒礼盒）,https://www.jiuxian.com/goods-98987.html,98987,浓香型,"中国,四川",52,,,4.9,"['包装给力(3)', '老牌名酒(1)', '窖香浓郁(1)', '送货快(1)']"
五粮液,【2014年老酒】52°五粮液股份兴隆精品老酒收藏浓香白酒五粮液礼盒500ml*2瓶礼盒,https://www.jiuxian.com/goods-627639.html,627639,浓香型,"中国,河北",52,,,5.0,[]
五粮液,52°五粮液股份总厂福禄寿喜六合同春浓香型白酒 婚庆喜宴酒礼盒酒整箱装 500ml*6瓶,https://www.jiuxian.com/goods-98983.html,98983,浓香型,"中国,四川",52,,,4.9,"['老牌名酒(1)', '回味甘甜悠长(1)', '入口绵柔(1)']"
五粮液,52°宜宾五粮液股份公司出品感恩龙年(传承金)浓香型白酒礼盒装500ml*2瓶赠原厂礼袋,https://www.jiuxian.com/goods-73640.html,73640,浓香型,"中国,河南",52,,,5.0,"['品质好酒(437)', '多次购买(422)', '老牌名酒(420)', '包装给力(415)', '送货快(405)', '入口绵柔(1)', '窖香浓郁(1)']"
五粮液,52°浓香型白酒 五粮液股份出品 兴隆尊品玉 500ml*2瓶装,https://www.jiuxian.com/goods-50214.html,50214,浓香型,"中国,河北",52,"小麦,高粱,水",,5.0,"['包装给力(261)', '送货快(220)', '老牌名酒(184)', '品质好酒(165)', '多次购买(108)', '入口绵柔(12)', '尾净爽口(9)', '回味甘甜悠长(8)', '窖香浓郁(7)', '香味协调(5)']"
五粮液,52°五粮液1618  500ml,https://www.jiuxian.com/goods-533.html,533,浓香型,"中国,四川",52,"糯米,小麦,大米,玉米,高粱,水",按照配方，包包曲制曲工艺，跑窖循环、续糟配料，分层起糟、分层入窖，分甑分级量质摘酒、按质并坛等酿酒工艺，原酒陈酿工艺，勾兑工艺以及相关的特殊技艺等。,5.0,"['回味甘甜悠长(7976)', '品质好酒(435)', '送货快(421)', '老牌名酒(396)', '包装给力(375)', '多次购买(263)', '窖香浓郁(232)', '入口绵柔(208)', '香味协调(166)', '尾净爽口(149)']"
五粮液,【买一送一】52°五粮液玉酒 浓香型白酒礼盒装666ML单瓶,https://www.jiuxian.com/goods-636496.html,636496,浓香型,"中国,四川",52,,,5.0,"['品质好酒(17)', '入口绵柔(11)', '送货快(8)', '老牌名酒(5)', '包装给力(5)', '香味协调(4)', '回味甘甜悠长(3)', '窖香浓郁(2)', '多次购买(2)', '尾净爽口(1)']"
五粮液,【礼盒】52°五粮液股份盛世佳酿·好事成双500ml*2,https://www.jiuxian.com/goods-646813.html,646813,,"中国,四川",52,,,5.0,"['包装给力(9)', '品质好酒(6)', '老牌名酒(4)', '送货快(4)', '多次购买(4)']"
五粮液,52度 百鸟朝凤（四大名画）500ml*4 五粮液股份有限公司出品,https://www.jiuxian.com/goods-2001752.html,2001752,,,52.0,,,5.0,"['送货快(147)', '包装给力(125)', '多次购买(81)', '品质好酒(58)', '老牌名酒(52)', '回味甘甜悠长(12)', '入口绵柔(5)', '窖香浓郁(4)', '尾净爽口(3)', '香味协调(2)']"
五粮液,五粮金樽小酒150ml 五粮液股份出品总厂生产纯粮食浓香型白酒52度,https://www.jiuxian.com/goods-519030.html,519030,浓香型,"中国,四川",52,,,5.0,"['包装给力(4642)', '品质好酒(4528)', '香味协调(3710)', '送货快(3674)', '尾净爽口(3497)', '入口绵柔(3164)', '回味甘甜悠长(3147)', '多次购买(2943)', '窖香浓郁(2320)', '老牌名酒(2168)']"
五粮液,五粮液尖庄小酒纯粮食白酒50度100ml浓香型白酒,https://www.jiuxian.com/goods-1971425.html,1971425,浓香型,"中国,四川",50,,,5.0,"['回味甘甜悠长(6)', '老牌名酒(5)', '品质好酒(5)', '包装给力(4)', '送货快(4)', '多次购买(4)', '入口绵柔(3)', '香味协调(3)', '窖香浓郁(1)', '尾净爽口(1)']"
五粮液,52°第八代五粮液 普五 500ml*6,https://www.jiuxian.com/goods-88986.html,88986,浓香型,"中国,四川",52.0,"糯米,小麦,大米,玉米,高粱,水",,5.0,"['回味甘甜悠长(9403)', '老牌名酒(638)', '包装给力(551)', '送货快(511)', '品质好酒(479)', '多次购买(371)', '入口绵柔(119)', '香味协调(118)', '窖香浓郁(111)', '尾净爽口(104)']"
五粮液,52°第八代五粮液 普五500ml*6【整箱装】,https://www.jiuxian.com/goods-642342.html,642342,,,52.0,,,5.0,"['老牌名酒(25)', '包装给力(15)', '品质好酒(13)', '送货快(10)', '多次购买(9)']"
五粮液,（买一送一）五粮液股份 52度浓香型白酒 兴隆尊品晶500ml单瓶装,https://www.jiuxian.com/goods-75648.html,75648,浓香型,"中国,河北",52,"小麦,高粱,水",,5.0,"['包装给力(89)', '老牌名酒(82)', '送货快(81)', '品质好酒(68)', '多次购买(39)', '回味甘甜悠长(11)', '香味协调(5)', '尾净爽口(5)', '入口绵柔(4)', '窖香浓郁(4)']"
五粮液,50°五粮液股份 绵柔尖庄大光 浓香型白酒 500ml单瓶装,https://www.jiuxian.com/goods-628250.html,628250,浓香型,"中国,四川",50,,,5.0,"['老牌名酒(118)', '包装给力(91)', '送货快(87)', '品质好酒(80)', '入口绵柔(77)', '窖香浓郁(65)', '回味甘甜悠长(54)', '香味协调(51)', '尾净爽口(46)', '多次购买(43)']"
五粮液,五粮液五粮头曲精品小酒100ml 优级浓香型纯粮食白酒45度,https://www.jiuxian.com/goods-2017816.html,2017816,浓香型,"中国,四川",45,,,5.0,"['老牌名酒(1)', '包装给力(1)', '香味协调(1)']"
五粮液,（买一送一、送同款）52度宜宾五粮液生态酿酒公司粮食酒英雄赋岳飞500ml单瓶装,https://www.jiuxian.com/goods-539960.html,539960,浓香型,"中国,四川",52,"糯米,小麦,大米,玉米,绿豆,荷叶,竹荪,高粱,水",固态法,5.0,"['包装给力(37)', '老牌名酒(36)', '送货快(33)', '品质好酒(26)', '多次购买(20)', '香味协调(4)', '回味甘甜悠长(3)', '窖香浓郁(3)', '入口绵柔(2)', '尾净爽口(2)']"
五粮液,52°五粮液股份有限公司出品财富人生佳酿浓香型白酒500ml*6瓶,https://www.jiuxian.com/goods-138566.html,138566,浓香型,"中国,四川",52,,,5.0,"['多次购买(230)', '送货快(209)', '品质好酒(135)', '包装给力(39)', '老牌名酒(35)', '入口绵柔(4)', '尾净爽口(3)', '回味甘甜悠长(2)', '香味协调(2)', '窖香浓郁(2)']"
五粮液,52°第八代五粮液 普五 500ml,https://www.jiuxian.com/goods-462846.html,462846,浓香型,"中国,四川",52,,,5.0,"['老牌名酒(31)', '品质好酒(28)', '送货快(27)', '包装给力(23)', '回味甘甜悠长(13)', '窖香浓郁(12)', '入口绵柔(10)', '香味协调(10)', '多次购买(10)', '尾净爽口(9)']"
五粮液,52°五粮液股份出品 兴隆 吉祥如意500ml*2瓶高档礼盒装,https://www.jiuxian.com/goods-85545.html,85545,浓香型,"中国,四川",53,"高粱,水",,4.9,"['送货快(339)', '老牌名酒(228)', '包装给力(199)', '品质好酒(187)', '多次购买(131)']"
五粮液,（买一送一）52°五粮液股份浓香型白酒 华彩人生（红瓶） 竹荪酒 500ml单瓶装,https://www.jiuxian.com/goods-56318.html,56318,浓香型,"中国,四川",52,,,5.0,"['送货快(132)', '老牌名酒(113)', '包装给力(89)', '品质好酒(82)', '回味甘甜悠长(72)', '入口绵柔(59)', '多次购买(51)', '窖香浓郁(50)', '香味协调(46)', '尾净爽口(38)']"
五粮液,宜宾五粮液出品 天下酒仓大好河山 52度 浓香型白酒 500ml+125ml*4 礼盒装,https://www.jiuxian.com/goods-41188.html,41188,浓香型,"中国,四川",52,,,5.0,"['包装给力(45)', '送货快(43)', '品质好酒(40)', '多次购买(23)', '老牌名酒(20)']"
五粮液,52°第八代五粮液普五500ml*2,https://www.jiuxian.com/goods-1963622.html,1963622,,,52.0,,,5.0,"['老牌名酒(25)', '包装给力(15)', '品质好酒(13)', '送货快(10)', '多次购买(9)']"
五粮液,52°第八代五粮液普五500ml,https://www.jiuxian.com/goods-633012.html,633012,,"中国,四川",52,,,5.0,"['老牌名酒(25)', '包装给力(15)', '品质好酒(13)', '送货快(10)', '多次购买(9)']"
